Kana,Kanji,Type,Definition/s
むこう,向こう,n,"beyond,over there,opposite direction,the other party"
むし,虫,n,insect
むし,無視,"n,vs","disregard,ignore"
むじ,無地,n,"plain,unfigured"
むしあつい,蒸し暑い,adj,"humid,sultry"
むしば,虫歯,n,"cavity,tooth decay,decayed tooth,caries"
むじゅん,矛盾,"n,vs","contradiction,inconsistency"
むしろ,寧ろ,adv,"rather,better,instead"
むす,蒸す,v5s,"to steam,to poultice,to be sultry"
むすう,無数,"adj-na,n","countless number,infinite number"
むずかしい,難しい,adj,difficult
むすこ,息子,n,(hum) son
むすぶ,結ぶ,v5b,"to tie,to bind,to link"
むすめ,娘,n,(hum) daughter
むだ,無駄,"adj-na,n","futility,uselessness"
むちゅう,夢中,"adj-na,n","daze,(in a) trance,ecstasy,delirium,engrossment"
むっつ,六つ,num,six
むね,胸,n,"breast,chest"
むら,村,n,village
むらさき,紫,n,"purple colour,violet"
むり,無理,"adj-na,n,vs","unreasonable,impossible,overdoing"
むりょう,無料,"adj-no,n","free,no charge"
むれ,群れ,n,"group,crowd,flock,herd"
め,目,n,"eye,eyeball"
め,芽,n,sprout
~め,~目,,"~nd,~th (sequence)"
めい,姪,n,niece
めい~,名~,,
~めい,~名,,
めいかく,明確,"adj-na,n","clear up,clarify,define"
めいさく,名作,n,masterpiece
めいし,名刺,n,business card
めいし,名詞,n,noun
めいしょ,名所,n,famous place
めいじる,命じる,v1,"to order,to command,to appoint"
めいずる,命ずる,v5z,"to command,to appoint"
めいしん,迷信,n,superstition
めいじん,名人,n,"master,expert"
めいぶつ,名物,n,"famous product,special product,speciality"
めいめい,銘々,n,"each,individual"
めいれい,命令,"n,vs","order,command,decree,directive,(software) instruction"
めいわく,迷惑,"adj-na,n","trouble,bother,annoyance"
めうえ,目上,n,"superior(s),senior"
メーター,,n,meter (clock)
メートル,,meter,(old form)
めがね,眼鏡,n,"spectacles,glasses"
めぐまれる,恵まれる,v1,"to be blessed with,to be rich in"
めぐる,巡る,v5r,to go around
めざす,目指す,v5s,"to aim at,to have an eye on"
めざまし,目覚し,n,(abbr) alarm-clock
めし,飯,n,"(sl) meals,food"
めしあがる,召し上がる,v5r,(pol) to eat
めした,目下,"n-adv,n-t","at present,now"
めじるし,目印,"n,vs","mark,sign,landmark"
めずらしい,珍しい,adj,"unusual,rare"
めだつ,目立つ,v5t,"to be conspicuous,to stand out"
めちゃくちゃ,,"adj-na,n","absurd,unreasonable,excessive,messed up,spoiled,wreaked"
めっきり,,adv,remarkably
めったに,滅多に,adv,"rarely (with neg. verb),seldom"
めでたい,,adj,"happy,simple soul,propitious,joyous"
メニュー,,n,menu
めまい,,"n,vs","dizziness,giddiness"
メモ,,n,memorandum
めやす,目安,n,"criterion,aim"
めん,面,"n,n-suf","face,mug,surface,facial features,mask,face guard,side or facet,corner,page"
めん,綿,n,"cotton,padding"
めんきょ,免許,n,"license,permit,licence,certificate"
めんぜい,免税,"n,vs","tax exemption,duty exemption"
めんせき,面積,n,area
めんせつ,面接,n,interview
めんどう,面倒,"adj-na,n","trouble,difficulty,care,attention"
めんどうくさい,面倒臭い,adj,"bother to do,tiresome"
メンバー,,n,member
もう,,,net
もうかる,儲かる,v5r,"to be profitable,to yield a profit"
もうける,儲ける,v1,"to get,to earn,to gain,to have (bear, beget) a child"
もうしあげる,申し上げる,v1,"to say,to tell,to state"
もうしこむ,申し込む,v5m,"to apply for,to make an application"
もうしわけ,申し訳,n,"apology,excuse"
もうしわけない,申し訳ない,adj-na,inexcusable
もうす,申す,v5s,"(hum) to be called,to say"
もうふ,毛布,n,blanket
もえる,燃える,v1,to burn
モーター,,n,motor
もくざい,木材,n,"lumber,timber,wood"
もくじ,目次,n,table of contents
もくてき,目的,n,"purpose,goal,aim,objective,intention"
もくひょう,目標,n,"mark,objective,target"
もくよう,木曜,"n-adv,n",Thursday
もぐる,潜る,v5r,"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go underground"
もし,,n,sham examination
もじ,文字,n,"letter (of alphabet),character"
もんじ,文字,n,"letter (of alphabet),character"
もしかしたら,,"adv,exp","perhaps,maybe,by some chance"
もしかすると,,"adv,exp","perhaps,maybe,by some chance"
もしも,,adv,if
もしもし,,"conj,int",hello (on phone)
もたれる,,v1,"to lean against,to lean on,to recline on,to lie heavy (on the stomach)"
モダン,,"adj-na,n",modern
もち,餅,n,sticky rice cake
~もち,~持ち,,
もちあげる,持ち上げる,v1,"to raise,to lift up,to flatter"
もちいる,用いる,v1,"to use,to make use of"
もちろん,勿論,adv,"of course,certainly,naturally"
もつ,持つ,v5t,"(1) to hold,to carry,(2) to possess"
もったいない,,adj,"too good,more than one deserves,wasteful,sacrilegious,unworthy of"
もっと,,adv,"more,longer,farther"
もっとも,最も,adv,"most,extremely"
もっとも,尤も,"adj-na,adv,conj,n","quite right,plausible,natural,but then,although"
モデル,,n,model
もと,元,"n,n-suf,n-t","(1) origin,original,(2) former"
もと,基,n,basis
もと,素,"adj-na,adj-no,n",prime
もどす,戻す,v5s,"to restore,to put back,to return"
もとづく,基づく,v5k,"to be grounded on,to be based on,to be due to,to originate from"
もとめる,求める,v1,"to seek,to request,to demand,to want,to wish for,to search for,to pursue (pleasure),to hunt (a job),to buy"
もともと,元々,"adv,adj-no","originally,by nature,from the start"
もどる,戻る,v5r,"to turn back,to return"
もの,物,n,"thing,object"
もの,者,n,person
ものおき,物置,n,storage room
ものおと,物音,n,sounds
ものがたり,物語,n,"tale,story,legend"
ものがたる,物語る,v5r,"to tell,to indicate"
ものごと,物事,n,"things,everything"
ものさし,物差し,n,"ruler,measure"
ものすごい,物凄い,adj,"earth-shattering,staggering,to a very great extent"
モノレール,,n,monorail
もみじ,紅葉,n,(1) (Japanese) maple
もむ,揉む,v5m,"to rub,to crumple (up),to wrinkle"
もめん,木綿,n,cotton
もやす,燃やす,v5s,to burn
もよう,模様,n,"pattern,figure,design"
もよおし,催し,n,"event,festivities,function"
もらう,貰う,v5u,to receive
もり,森,n,forest
もる,盛る,v5r,"(1) to serve (food, etc.),(2) to fill up,(3) to prescribe"
もん,門,"n,n-suf",gate
~もん,~問,,
もんく,文句,n,"phrase,complaint"
もんだい,問題,n,"problem,question"
もんどう,問答,n,"questions and answers,dialogue"
~や,~屋,,
~や,~夜,,
やおや,八百屋,n,greengrocer
やがて,,adv,"before long,soon,at length"
やかましい,,adj,"(1) noisy,(2) strict,fussy"
やかん,夜間,"n-adv,n-t","at night,nighttime"
やかん,薬缶,n,kettle
やく,焼く,v5k,"to bake,to grill"
やく,役,"n,n-suf","use,service,role,position"
やく,約,"adv,n","approximately,about,some"
やく,訳,n,"meaning,reason,circumstances,can be deduced,situation"
やくしゃ,役者,n,"actor,actress"
やくしょ,役所,n,"government office,public office"
やくす,訳す,v5s,to translate
やくそく,約束,"n,vs","arrangement,promise"
やくにん,役人,n,government official
やくひん,薬品,n,"medicine(s),chemical(s)"
やくめ,役目,n,"duty,business"
やくわり,役割,n,"part,assigning (allotment of) parts,role,duties"
やけど,火傷,n,"burn,scald"
やける,焼ける,"v1,vi","to burn,to be roasted,to be sunburnt"
やこう,夜行,n,"walking around at night,night train,night travel"
やさい,野菜,n,vegetable
やさしい,易しい,adj,"easy,plain,simple"
やさしい,優しい,adj,"tender,kind,gentle,graceful,affectionate,amiable,suave"
やじるし,矢印,n,directing arrow
やすい,安い,adj,"cheap,inexpensive,peaceful,quiet"
~やすい,,,easy to ~
やすみ,休み,n,"(1) rest,recess,respite,(2) vacation,holiday,absence"
やすむ,休む,"v5m,vi","to rest,to have a break,to take a day off"
やせる,痩せる,io,"(v1) to become thin,to lose weight,to reduce (one's) weight,to slim"
やたらに,,,"randomly,recklessly,blindly"
やちん,家賃,n,rent
やっかい,厄介,"adj-na,n","trouble,burden,care,bother"
やっきょく,薬局,n,"pharmacy,drugstore"
やっつ,八つ,num,eight
やっつける,,v1,"to attack (an enemy),to beat,to do away with,to finish off"
やっと,,adv,"at last,at length"
やど,宿,n,"inn,lodging"
やとう,雇う,v5u,"to employ,to hire"
やぬし,家主,n,landlord
やね,屋根,n,roof
やはり,,"adv,exp","also,as I thought,still,in spite of,absolutely,of course"
やっぱり,,"adv,exp","also,as I thought,still,in spite of,absolutely,of course"
やぶく,破く,,
やぶる,破る,"v5r,vt","to tear,to violate,to defeat,to smash,to destroy"
やぶれる,破れる,v1,"to get torn,to wear out"
やま,山,n,"(1) mountain,(2) pile,heap,(3) climax,critical point"
やむ,止む,"v5m,vi","to cease,to stop,to be over"
やむをえない,,exp,"cannot be helped,unavoidable"
やめる,止める,"v1,vt","to end,to stop,to cease,to resign"
やめる,辞める,v1,to retire
やや,,adv,"a little,partially,somewhat,a short time,a while"
やる,,v5r,to do
やわらかい,柔らかい,adj,"soft,tender,limp"
やわらかい,軟らかい,adj,"soft,tender,limp"
ゆ,湯,n,hot water
ゆいいつ,唯一,"adv,n","only,sole,unique"
ゆうえんち,遊園地,n,amusement park
ゆうがた,夕方,"n-adv,n-t",evening
ゆうかん,夕刊,n,evening paper
ゆうき,勇気,n,"courage,bravery,valour,nerve,boldness"
ゆうこう,友好,n,friendship
ゆうこう,有効,"adj-na,n","validity,availability,effectiveness"
ゆうしゅう,優秀,"adj-na,n","superiority,excellence"
ゆうしょう,優勝,"n,vs","overall victory,championship"
ゆうじょう,友情,n,"friendship,fellowship"
ゆうじん,友人,n,friend
ゆうそう,郵送,"n,vs",mailing
ゆうだち,夕立,n,(sudden) evening shower (rain)
ゆうのう,有能,"adj-na,n","able,capable,efficient,skill"
ゆうひ,夕日,n,"(in) the evening sun,setting sun"
ゆうびん,郵便,n,"mail,postal service"
ゆうべ,夕べ,n,evening
ゆうめい,有名,"adj-na,n",fame
ユーモア,,n,humor
ゆうゆう,悠々,"adj-na,n","quiet,calm,leisurely"
ゆうり,有利,"adj-na,n","advantageous,better,profitable,lucrative"
ゆうりょう,有料,n,"admission-paid,toll"
ゆか,床,n,floor
ゆかい,愉快,"adj-na,n","pleasant,happy"
ゆかた,浴衣,n,"bathrobe,informal summer kimono,yukata"
ゆき,雪,n,snow
ゆくえ,行方,n,one's whereabouts
ゆげ,湯気,n,"steam,vapour"
ゆけつ,輸血,"n,vs",blood transfusion
ゆしゅつ,輸出,"n,vs",export
ゆずる,譲る,v5r,"to turn over,to assign,to hand over"
ゆそう,輸送,"n,vs","transport,transportation"
ゆたか,豊か,"adj-na,n","abundant,wealthy,plentiful,rich"
ゆだん,油断,"n,vs","negligence,unpreparedness"
ゆっくり,,"adv,n","slowly,at ease"
ゆでる,,v1,to boil
ゆしゅつ・する,輸入,"n,vs","importation,import,introduction"
ゆのみ,湯飲み,n,teacup
ゆび,指,n,finger
ゆびわ,指輪,n,(finger) ring
ゆめ,夢,n,dream
ゆるい,緩い,adj,"loose,lenient,slow"
ゆるす,許す,v5s,"to permit,to allow,to approve"
ゆれる,揺れる,v1,"to shake,to sway"
よ,夜,"n-adv,n-t","evening,night"
よあけ,夜明け,n,"dawn,daybreak"
よう,用,"n,n-suf","task,business,use"
よう,様,"adj-na,n-adv,n","way,manner,kind"
よう,酔う,v5u,"to get drunk,to become intoxicated"
ようい,用意,"n,vs",preparation
ようい,容易,"adj-na,n","easy,simple,plain"
ようか,八日,n,"eight days,the eighth (day of the month)"
ようがん,溶岩,n,lava
ようき,容器,n,"container,vessel"
ようき,陽気,"adj-na,n","season,weather,cheerfulness"
ようきゅう,要求,"n,vs","request,demand,requisition"
ようご,用語,n,"term,terminology"
ようし,要旨,n,"gist,essentials,summary,fundamentals"
ようじ,用事,n,"tasks,things to do"
ようじ,幼児,n,"infant,baby,child"
ようじん,用心,"n,vs","care,precaution,guarding,caution"
ようす,様子,n,"aspect,state,appearance"
ようするに,要するに,"adv,exp","in a word,after all,the point is ..,in short .."
ようせき,容積,n,"capacity,volume"
ようそ,要素,n,element
ようち,幼稚,"adj-na,n","infancy,childish,infantile"
ようちえん,幼稚園,n,kindergarten
ようてん,要点,n,"gist,main point"
ようと,用途,n,"use,usefulness"
ようび,曜日,n,day of the week
ようひんてん,洋品店,n,shop which handles Western-style apparel and accessories
ようふく,洋服,n,Western-style clothes
ようぶん,養分,n,"nourishment,nutrient"
ようもう,羊毛,n,wool
ようやく,漸く,adv,"gradually,finally,hardly"
ようりょう,要領,n,"point,gist,essentials,outline"
ヨーロッパ,,,Europe
よき,予期,"n,vs","expectation,assume will happen,forecast"
よく,,"adv,n,vs","nicely,properly,well,skilled in"
よく~,翌~,,
よくばり,欲張り,"adj-na,n","avarice,covetousness,greed"
よけい,余計,"adj-na,adv,n","too much,unnecessary,abundance,surplus,excess,superfluity"
よこ,横,n,"beside,side,width"
よこぎる,横切る,v5r,"to cross (e.g. arms),to traverse"
よこす,,v5s,"(1) to send,to forward,(2) to hand over (e.g. money)"
よごす,汚す,v5s,"(1) to disgrace,to dishonour,(2) to pollute,to contaminate,to soil,to make dirty,to stain"
よごれる,汚れる,v1,"to get dirty,to become dirty"
よさん,予算,n,"estimate,budget"
よしゅう,予習,"n,vs",preparation for a lesson
よす,止す,v5s,"to cease,to abolish,to resign,to give up"
よせる,寄せる,v1,"to collect,to gather,to add,to put aside"
よそ,余所,n,"another place,somewhere else,strange parts"
よそく,予測,"n,vs","prediction,estimation"
よっか,四日,n,"(1) 4th day of month,(2) four days"
よつかど,四つ角,n,"four corners,crossroads"
よっつ,四つ,n,four
ヨット,,n,yacht
よっぱらい,酔っ払い,n,drunkard
よてい,予定,"n,vs","plans,arrangement,schedule,program,expectation,estimate"
よなか,夜中,"n-adv,n-t","midnight,dead of night"
よのなか,世の中,n,"society,the world,the times"
よび,予備,n,"preparation,preliminaries,reserve,spare"
よびかける,呼び掛ける,v1,"to call out to,to accost,to address (crowd),to appeal"
よびだす,呼び出す,v5s,"to summon,to call (e.g. phone)"
よぶ,呼ぶ,v5b,"to call out,to invite"
よぶん,余分,"adj-na,n","extra,excess,surplus"
よほう,予報,"n,vs","forecast,prediction"
よぼう,予防,"n,vs","prevention,precaution,protection against"
よみ,読み,n,reading
よみがえる,蘇る,v5r,"to be resurrected,to be revived,to be resuscitated,to be rehabilitated"
よむ,読む,v5m,to read
よめ,嫁,n,"bride,daughter-in-law"
よやく,予約,"n,vs","reservation,contract,subscription,booking,pledge,advance order"
よゆう,余裕,n,"surplus,composure,margin,room,time,allowance,scope,rope"
より,,n,"twist,ply"
よる,夜,"n-adv,n-t","evening,night"
よる,寄る,v5r,"to visit,to drop in,to approach"
よる,因る,v5r,to come from
よると,,expr,according to
よろこび,慶び,oK,"(n) (a) joy,(a) delight,rapture,pleasure,gratification,rejoicing,congratulations,felicitations"
よろこび,喜び,n,"(a) joy,(a) delight,rapture,pleasure,gratification,rejoicing,congratulations,felicitations"
よろこぶ,慶ぶ,,
よろこぶ,喜ぶ,v5b,"to be delighted,to be glad"
よろしい,宜しい,adj,"(hon) good,OK,all right,fine,very well,will do,may,can"
（感）,よろしく,"adv,exp,int","well,properly,suitably,best regards,please remember me"
よわい,弱い,adj,"weak,frail,delicate,tender,unskilled,weak (wine)"
よん,四,num,four
~ら,~等,,
らい,来,last month,",for (10 days),next (year)"
ライター,,n,"lighter,rider,writer"
らいにち,来日,n,"arrival in Japan,coming to Japan,visit to Japan"
らく,楽,"adj-na,n,n-suf","comfort,ease"
らくだい,落第,"n,vs","failure,dropping out of a class"
ラケット,,n,"paddle,racket"
ラジオ,,n,radio
ラッシュアワー,,n,rush hour
らん,欄,n,column of text (e.g. as in a newspaper)
ランチ,,n,"launch,lunch"
ランニング,,n,"(1) running,(2) tank top"
